Reportable name	Marker	Laboratory	Cell Subtype
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+Ki67+ %(CD4+)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+Ki67+ %(CD8+)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ %(CD8+)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ %(CD8+)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ %(CD8+)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+Ki67+ %(CD3+)	Ki67	Laboratory 1	Lymphocyte T
CD3+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T
CD3-CD56+/CD16+Ki67+ %(CD56+/CD16+)	Ki67	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+Ki67+ %(CD56+/CD16+)	Ki67	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+Ki67+ %(CD56+/CD16+)	Ki67	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+Ki67+ %(CD56+/CD16+)	Ki67	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+Ki67+ ABS	Ki67	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+Ki67+ ABS	Ki67	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+Ki67+ ABS	Ki67	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+Ki67+ ABS	Ki67	Laboratory 1	Natural killer cell
CD3-CD7+CD56+Ki67+ %(CD3-CD56+/CD16+)	Ki67	Laboratory 1	Natural killer cell
CD3-CD7+CD56+Ki67+ ABS	Ki67	Laboratory 1	Natural killer cell
CD4+CD279+ (%CD4)	CD279	Laboratory 1	Lymphocyte T, CD4-positive
CD4+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive
CD8+CD279+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD8+CD279+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD8+CD279+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD8+CD279+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD8+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD8+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD8+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD8+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive
CD4+CD45RA-CD197+ (%CD4)	no marker	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD4+CD45RA-CD197+CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD4+CD45RA-CD197+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD4+CD45RA-CD197+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD4+CD45RA-CD197+ CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive, central memory
CD8+CD45RA-CD197+ (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD8+CD45RA-CD197+CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD8+CD45RA-CD197+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD8+CD45RA-CD197+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD8+CD45RA-CD197+ CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, central memory
CD4+CD45RA-CD197- (%CD4)	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD4+CD45RA-CD197-CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD4+CD45RA-CD197- ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD8+CD45RA-CD197- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD4+CD45RA-CD197-CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD8+CD45RA-CD197-CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197-CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197-CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197-CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD4+CD45RA-CD197- CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive, effector memory
CD8+CD45RA-CD197- CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197-CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197-CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197-CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA-CD197-CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory
CD8+CD45RA+CD197-CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD8+CD45RA+CD197- ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD8+CD45RA+CD197-CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD8+CD45RA+CD197-CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD4+CD45RA+CD197+ (%CD4)	no marker	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD4+CD45RA+CD197+CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD4+CD45RA+CD197+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD4+CD45RA+CD197+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD4+CD45RA+CD197+ CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive, naive
CD8+CD45RA+CD197+ (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD8+CD45RA+CD197+CD279+ (%45RA/197)	CD279	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD8+CD45RA+CD197+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD8+CD45RA+CD197+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD8+CD45RA+CD197+ CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive, naive
CD8+CD45RA+CD197- (%CD8)	no marker	Laboratory 1	Lymphocyte T, CD8-positive, effector memory, terminally differentiated
CD3+ CD122 _APC MFI	CD122	Laboratory 1	Lymphocyte T
CD3+CD122+ %(CD3)	CD122	Laboratory 1	Lymphocyte T
CD3+CD122+ ABS	CD122	Laboratory 1	Lymphocyte T
CD3+CD4+ CD122 _APC MFI	CD122	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+CD122+ %(CD4)	CD122	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+CD122+ ABS	CD122	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+ CD122 _APC MFI	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ CD122 _APC MFI	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ CD122 _APC MFI	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ CD122 _APC MFI	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ %(CD8)	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ %(CD8)	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ %(CD8)	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ %(CD8)	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ ABS	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ ABS	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ ABS	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD122+ ABS	CD122	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+ CD122 _APC MFI	CD122	Laboratory 1	Lymphocyte B
CD3-CD19+CD122+ %(CD19)	CD122	Laboratory 1	Lymphocyte B
CD3-CD19+CD122+ ABS	CD122	Laboratory 1	Lymphocyte B
CD3-CD7+CD16/CD56+ %(lymphs)	no marker	Laboratory 1	Natural killer cell
CD3-CD7+CD16/CD56+ CD122 _APC MFI	CD122	Laboratory 1	Natural killer cell
CD3-CD7+CD16/CD56+CD122+ %(CD7/CD16/56)	CD122	Laboratory 1	Natural killer cell
CD3-CD7+CD16/CD56+CD122+ ABS	CD122	Laboratory 1	Natural killer cell
CD3+ %	no marker	Laboratory 1	Lymphocyte T
CD3+CD4+ %	no marker	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+ %	no marker	Laboratory 1	Lymphocyte B
CD3-CD56+/CD16+ %	no marker	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+ %	no marker	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+ %	no marker	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+ %	no marker	Laboratory 1	Natural killer cell
CD14+ %	no marker	Laboratory 1	Monocyte
CD3+ ABS	no marker	Laboratory 1	Lymphocyte T
CD3+CD4+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ ABS	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+ ABS	no marker	Laboratory 1	Lymphocyte B
CD3-CD56+/CD16+ ABS	no marker	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+ ABS	no marker	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+ ABS	no marker	Laboratory 1	Natural killer cell
CD3-CD56+/CD16+ ABS	no marker	Laboratory 1	Natural killer cell
CD14+ ABS	no marker	Laboratory 1	Monocyte
WBC Dual Platform	no marker	Laboratory 1	N/A
Lymph:WBC Ratio	no marker	Laboratory 1	N/A
CD3+CD4+HLA-DR+ %(CD4)	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+HLA-DR+ %(CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+HLA-DR+ %(CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+HLA-DR+ %(CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+HLA-DR+ %(CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+Ki67+ %(CD4)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+Ki67+ %(CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ %(CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ %(CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ %(CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+Ki67+HLA-DR+ %(CD4)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+Ki67+HLA-DR+ %(CD4+HLA-DR+)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+Ki67+HLA-DR+ %(CD8)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+HLA-DR+ %(CD8)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+HLA-DR+ %(CD8)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+HLA-DR+ %(CD8)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ Ki67+HLA-DR+ %(CD8+HLA-DR+)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ Ki67+HLA-DR+ %(CD8+HLA-DR+)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ Ki67+HLA-DR+ %(CD8+HLA-DR+)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ Ki67+HLA-DR+ %(CD8+HLA-DR+)	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+HLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+HLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+HLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+HLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+HLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+Ki67+HLA-DR+ ABS	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+Ki67+HLA-DR+ ABS	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+HLA-DR+ ABS	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+HLA-DR+ ABS	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Ki67+HLA-DR+ ABS	HLA-DR+Ki67+	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD4+CD25+CD127-/loFoxP3+ %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, regulatory
CD3+CD4+CD25+CD127-/loFoxP3+ %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA- %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA- %	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
CD3+CD4+CD25+CD127-/loFoxP3+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, regulatory
CD3+CD4+CD25+CD127-/loFoxP3+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA+ ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, resting regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
CD3+CD4+CD25+CD127-/loFoxP3+CD45RA- ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
CD3+CD4+CD25+CD127-/lo %	no marker	Laboratory 1	Lymphocyte T, CD4-positive, regulatory
CD3+CD4+CD25+CD127-/lo ABS	no marker	Laboratory 1	Lymphocyte T, CD4-positive, regulatory
CD3+CD4+CD137+ (%CD4)	CD137	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD137+ (%CD8)	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD137+ (%CD8)	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD137+ (%CD8)	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD137+ (%CD8)	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+CD137+ (%CD19)	CD137	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+CD137+ (%CD16/CD56)	CD137	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD137+ (%CD16/CD56)	CD137	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD137+ (%CD16/CD56)	CD137	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD137+ (%CD16/CD56)	CD137	Laboratory 1	Natural killer cell
CD3+CD4+CD152+ (%CD4)	CD152	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD152+ (%CD8)	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD152+ (%CD8)	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD152+ (%CD8)	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD152+ (%CD8)	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+CD152+ (%CD19)	CD152	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+CD152+ (%CD16/CD56)	CD152	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD152+ (%CD16/CD56)	CD152	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD152+ (%CD16/CD56)	CD152	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD152+ (%CD16/CD56)	CD152	Laboratory 1	Natural killer cell
CD3+CD4+CD278+ (%CD4)	CD278	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD278+ (%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD278+ (%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD278+ (%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD278+ (%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+CD278+ (%CD19)	CD278	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+CD278+ (%CD16/CD56)	CD278	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD278+ (%CD16/CD56)	CD278	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD278+ (%CD16/CD56)	CD278	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD278+ (%CD16/CD56)	CD278	Laboratory 1	Natural killer cell
CD3+CD4+CD134+ (%CD4)	CD134	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD134+ (%CD8)	CD134	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD134+ (%CD8)	CD134	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD134+ (%CD8)	CD134	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD134+ (%CD8)	CD134	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+CD134+ (%CD19)	CD134	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+CD134+ (%CD16/CD56)	CD134	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD134+ (%CD16/CD56)	CD134	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD134+ (%CD16/CD56)	CD134	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD134+ (%CD16/CD56)	CD134	Laboratory 1	Natural killer cell
CD3+CD4+Tim3+ (%CD4)	CD366	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+Tim3+ (%CD8)	CD366	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Tim3+ (%CD8)	CD366	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Tim3+ (%CD8)	CD366	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+Tim3+ (%CD8)	CD366	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+Tim3+ (%CD19)	CD366	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+Tim3+ (%CD16/CD56)	CD366	Laboratory 1	Natural killer cell
CD3-CD16/CD56+Tim3+ (%CD16/CD56)	CD366	Laboratory 1	Natural killer cell
CD3-CD16/CD56+Tim3+ (%CD16/CD56)	CD366	Laboratory 1	Natural killer cell
CD3-CD16/CD56+Tim3+ (%CD16/CD56)	CD366	Laboratory 1	Natural killer cell
CD3+CD4+CD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+CD137+ ABS	CD137	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+CD137+ ABS	CD137	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD137+ ABS	CD137	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD137+ ABS	CD137	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD137+ ABS	CD137	Laboratory 1	Natural killer cell
CD3+CD4+CD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+CD152+ ABS	CD152	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+CD152+ ABS	CD152	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD152+ ABS	CD152	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD152+ ABS	CD152	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD152+ ABS	CD152	Laboratory 1	Natural killer cell
CD3+CD4+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive
CD3-CD19+CD278+ ABS	CD278	Laboratory 1	Lymphocyte B
CD3-CD16/CD56+CD278+ ABS	CD278	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD278+ ABS	CD278	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD278+ ABS	CD278	Laboratory 1	Natural killer cell
CD3-CD16/CD56+CD278+ ABS	CD278	Laboratory 1	Natural killer cell
CD3+CD4+CD134+ ABS	CD134	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+CD134+ ABS	CD134	Laboratory 1	Lymphocyte T, CD8-positive
